FLY_GENE1	FLY_GENE2	PMID_METHOD	INTERACTION_PUBMEDS	PUBMEDURL	INTERACTION_DETECT_METHODS	INTERACTION_SOURCE	DATE_LAST_UPDATED	DATA_VERSION	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	DATA_SOURCE_URL
FBgn0002609	FBgn0002632	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	E(spl)m3-HLH	E(spl)m6-BFM	pp	
FBgn0086356	FBgn0263979	19782028(MI:0004(affinity chromatography technology))	19782028	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19782028&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	tum	Caf1	pp	
FBgn0027378	FBgn0029861	19782028(MI:0004(affinity chromatography technology))	19782028	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19782028&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	MRG15	CG3815	pp	
FBgn0003205	FBgn0259212	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Ras85D	cno	pp	
FBgn0000022	FBgn0000022	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ac	ac	pp	
FBgn0026083	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	tyf	Rtnl1	pp	
FBgn0003944	FBgn0262519	16455680(MI:0084(phage display),MI:0018(two hybrid),MI:0096(pull down))	16455680	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16455680&dopt=DocSum		IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	Ubx	Mi-2	pp	
FBgn0003044	FBgn0003715	17762866(MI:0676(tandem affinity purification))	17762866	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17762866&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	Pcl	CG16778	pp	
FBgn0003944	FBgn0020238	16455680(MI:0084(phage display),MI:0018(two hybrid),MI:0096(pull down))	16455680	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16455680&dopt=DocSum		IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	Ubx	14-3-3?	pp	
FBgn0000629	FBgn0004401	17762866(MI:0676(tandem affinity purification))	17762866	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17762866&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	E(z)	Pep	pp	
FBgn0010583	FBgn0028484	11773052(MI:0004(affinity chromatography technology),MI:0018(two hybrid),MI:0096(pull down))	11773052	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11773052&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	dock	Ack	pp	
FBgn0017457	FBgn0264270	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	U2af38	Sxl	pp	
FBgn0003042	FBgn0053866	12897054(MI:0053(fluorescence polarization spectroscopy),MI:0114(x-ray crystallography)),12897052(MI:0114(x-ray crystallography))	12897054,12897052	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12897054,12897052&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	Pc	His3:CG33866	pp	
FBgn0002783	FBgn0030093	10809665(MI:0047(far western blotting))	10809665	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10809665&dopt=DocSum		IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	mor	dalao	pp	
FBgn0003996	FBgn0022238	12679032(MI:0686(unspecified method))	12679032	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12679032&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	w	lolal	pp	
FBgn0000137	FBgn0004170	8978666(MI:0686(unspecified method))	8978666	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=8978666&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	ase	sc	pp	
FBgn0002543	FBgn0003371	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	lea	sgg	pp	
FBgn0003900	FBgn0004606	1680377(MI:0686(unspecified method))	1680377	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=1680377&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	twi	zfh1	pp	
FBgn0000996	FBgn0039044	20308539(MI:0004(affinity chromatography technology))	20308539	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20308539&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	dup	p53	pp	
FBgn0020278	FBgn0262699	18430931(MI:0004(affinity chromatography technology))	18430931	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18430931&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	loco	rap	pp	
FBgn0001085	FBgn0004360	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	fz	Wnt2	pp	
FBgn0003079	FBgn0004907	unassigned4(MI:0045(experimental interaction detection)),12431373(MI:0018(2 hybrid))	unassigned4,12431373	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4,12431373&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	phl	14-3-3?	pp	
FBgn0010602	FBgn0260632	10660560(MI:0686(unspecified method),MI:0018(two hybrid),MI:0415(enzymatic study)),unassigned4(MI:0045(experimental interaction detection))	10660560,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10660560,unassigned4&dopt=DocSum		BIND-24-JAN-13,IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	lwr	dl	pp	
FBgn0002773	FBgn0014001	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Mlc2	Pak	pp	
FBgn0000253	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Cam	Rtnl1	pp	
FBgn0039280	FBgn0052343	20813260(MI:0004(affinity chromatography technology),MI:0007(anti tag coimmunoprecipitation)),22345504(MI:0004(affinity chromatography technology))	20813260,22345504	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20813260,22345504&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	Mocs2	Atac3	pp	
FBgn0004635	FBgn0015904	8620542(MI:0686(unspecified method))	8620542	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=8620542&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	rho	ara	pp	
FBgn0013717	FBgn0020388	18188155(MI:0007(anti tag coimmunoprecipitation),MI:0004(affinity chromatography technology))	18188155	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18188155&dopt=DocSum		MINT-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	not	Pcaf	pp	
FBgn0051618	FBgn0263979	17210640(MI:0096(pull down))	17210640	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17210640&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	His2A:CG31618	Caf1	pp	
FBgn0003118	FBgn0003256	16362034(MI:0424(protein kinase assay))	16362034	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16362034&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	pnt	rl	pp	
FBgn0002121	FBgn0021776	18854163(MI:0096(pull down))	18854163	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18854163&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	l(2)gl	mira	pp	
FBgn0000711	FBgn0039713	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	flw	RpS8	pp	
FBgn0000711	FBgn0033845	17007873(MI:0018(two hybrid))	17007873	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17007873&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	flw	mars	pp	
FBgn0004009	FBgn0004132	12581524(MI:0686(unspecified method))	12581524	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12581524&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	wg	boca	pp	
FBgn0001125	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Got2	Rtnl1	pp	
FBgn0002609	FBgn0010433	9371806(MI:0018(two hybrid))	9371806	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=9371806&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	E(spl)m3-HLH	ato	pp	
FBgn0000635	FBgn0261802	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	CG42748	pp	
FBgn0039562	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Gp93	Rtnl1	pp	
FBgn0000229	FBgn0040281	11912189(MI:0686(unspecified method),MI:0096(pull down))	11912189	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11912189&dopt=DocSum		BIND-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	bsk	Aplip1	pp	
FBgn0016041	FBgn0039044	20308539(MI:0004(affinity chromatography technology))	20308539	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20308539&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Tom40	p53	pp	
FBgn0010551	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	l(2)03709	Rtnl1	pp	
FBgn0003410	FBgn0003410	12215542(MI:0007(anti tag coimmunoprecipitation),MI:0004(affinity chromatography technology)),9267026(MI:0018(two hybrid))	12215542,9267026	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12215542,9267026&dopt=DocSum		IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	sina	sina	pp	
FBgn0014861	FBgn0017577	11726693(MI:0006(anti bait coimmunoprecipitation),MI:0030(cross-linking study)),14681455(MI:0364(inferred by curator))	11726693,14681455	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11726693,14681455&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Mcm2	Mcm5	pp	
FBgn0001180	FBgn0262519	9836641(MI:0686(unspecified method)),unassigned4(MI:0045(experimental interaction detection))	9836641,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=9836641,unassigned4&dopt=DocSum		BIND-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	hb	Mi-2	pp	
FBgn0003429	FBgn0262733	10234050(MI:0006(anti bait coimmunoprecipitation))	10234050	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10234050&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	slo	Src64B	pp	
FBgn0011604	FBgn0043001	10856248(MI:0096(pull down),MI:0019(coimmunoprecipitation),MI:0071(molecular sieving),MI:0686(unspecified method)),11447119(MI:0004(affinity chromatography technology))	10856248,11447119	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10856248,11447119&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	Iswi	Chrac-16	pp	
FBgn0027620	FBgn0043001	11447119(MI:0686(unspecified method),MI:0004(affinity chromatography technology)),10856248(MI:0686(unspecified method))	11447119,10856248	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11447119,10856248&dopt=DocSum		BIND-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	Acf1	Chrac-16	pp	
FBgn0001169	FBgn0002284	16410550(MI:0004(affinity chromatography technology))	16410550	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16410550&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	H	Pros26	pp	
FBgn0038197	FBgn0041210	21565616(MI:0006(anti bait coimmunoprecipitation),MI:0406(deacetylase assay))	21565616	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21565616&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	foxo	HDAC4	pp	
FBgn0013531	FBgn0038578	12021283(MI:0096(pull down),MI:0071(molecular sieving))	12021283	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12021283&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	MED20	MED17	pp	
FBgn0000635	FBgn0261954	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	east	pp	
FBgn0003371	FBgn0010225	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	Gel	pp	
FBgn0003371	FBgn0013576	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	mtd	pp	
FBgn0003371	FBgn0026441	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	ear	pp	
FBgn0011676	FBgn0011676	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Nos	Nos	pp	
FBgn0003366	FBgn0043884	11782402(MI:0686(unspecified method))	11782402	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11782402&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	sev	mask	pp	
FBgn0020388	FBgn0028398	18034162(MI:0006(anti bait coimmunoprecipitation)),12482983(MI:0004(affinity chromatography technology),MI:0028(cosedimentation in solution),MI:0006(anti bait coimmunoprecipitation))	18034162,12482983	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=18034162,12482983&dopt=DocSum		MINT-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	Pcaf	Taf10	pp	
FBgn0014029	FBgn0029113	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Sep2	Uba2	pp	
FBgn0000017	FBgn0024277	10798396(MI:0686(unspecified method))	10798396	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10798396&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	Abl	trio	pp	
FBgn0039044	FBgn0260475	20308539(MI:0004(affinity chromatography technology))	20308539	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20308539&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	p53	CG30059	pp	
FBgn0002576	FBgn0002576	8675007(MI:0686(unspecified method))	8675007	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=8675007&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	lz	lz	pp	
FBgn0003612	FBgn0020299	12767830(MI:0018(two hybrid),MI:0018(2 hybrid))	12767830	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12767830&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	Su(var)2-10	stumps	pp	
FBgn0020306	FBgn0260789	11262242(MI:0686(unspecified method))	11262242	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11262242&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	dom	mxc	pp	
FBgn0000711	FBgn0011230	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	flw	poe	pp	
FBgn0013759	FBgn0264607	14687552(MI:0006(anti bait coimmunoprecipitation),MI:0096(pull down),MI:0007(anti tag coimmunoprecipitation))	14687552	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14687552&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	CASK	CaMKII	pp	
FBgn0003607	FBgn0051613	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Su(var)205	His3:CG31613	pp	
FBgn0003041	FBgn0061469	16905559(MI:0004(affinity chromatography technology))	16905559	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16905559&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	pbl	Ube3a	pp	
FBgn0003371	FBgn0003463	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	sog	pp	
FBgn0003295	FBgn0052179	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ru	Krn	pp	
FBgn0000414	FBgn0003366	9671493(MI:0415(enzymatic study),MI:0004(affinity chromatography technology),MI:0096(pull down)),unassigned4(MI:0045(experimental interaction detection))	9671493,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=9671493,unassigned4&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	Dab	sev	pp	
FBgn0053113	FBgn0086445	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Rtnl1	l(2)37Cd	pp	
FBgn0000635	FBgn0260012	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	pds5	pp	
FBgn0027616	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	YT521-B	Rtnl1	pp	
FBgn0024291	FBgn0261617	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Sir2	nej	pp	
FBgn0000028	FBgn0086680	1673230(MI:0686(unspecified method),MI:0096(pull down),MI:0004(affinity chromatography technology)),unassigned4(MI:0045(experimental interaction detection))	1673230,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=1673230,unassigned4&dopt=DocSum		BIND-24-JAN-13,BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	acj6	vvl	pp	
FBgn0000711	FBgn0036804	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	flw	Sgf11	pp	
FBgn0000413	FBgn0000591	9371806(MI:0018(two hybrid))	9371806	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=9371806&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	da	E(spl)m8-HLH	pp	
FBgn0032781	FBgn0039044	20308539(MI:0004(affinity chromatography technology))	20308539	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20308539&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	CG9987	p53	pp	
FBgn0010341	FBgn0026192	15475968(MI:0051(fluorescence technology)),15177032(MI:0004(affinity chromatography technology))	15475968,15177032	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15475968,15177032&dopt=DocSum		MINT-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	Cdc42	par-6	pp	
FBgn0020299	FBgn0042693	12767830(MI:0018(two hybrid),MI:0018(2 hybrid))	12767830	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12767830&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	stumps	PP2A-B'	pp	
FBgn0011259	FBgn0011692	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Sema-1a	pav	pp	
FBgn0010909	FBgn0043002	20813260(MI:0007(anti tag coimmunoprecipitation))	20813260	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20813260&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	msn	Chrac-14	pp	
FBgn0038578	FBgn0040339	12021283(MI:0004(affinity chromatography technology),MI:0007(anti tag coimmunoprecipitation))	12021283	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12021283&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	MED17	MED22	pp	
FBgn0003410	FBgn0263933	11032805(MI:0096(pull down))	11032805	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11032805&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sina	ebi	pp	
FBgn0026415	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Idgf4	Rtnl1	pp	
FBgn0003371	FBgn0011230	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	poe	pp	
FBgn0010441	FBgn0033402	11743586(MI:0007(anti tag coimmunoprecipitation))	11743586	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11743586&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	pll	Myd88	pp	
FBgn0004103	FBgn0261624	17007873(MI:0018(two hybrid))	17007873	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17007873&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Pp1-87B	I-3	pp	
FBgn0014340	FBgn0262527	21217699(MI:0004(affinity chromatography technology))	21217699	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21217699&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	mof	wah	pp	
